player_id,player_name,position_group,race,race_source,confidence,notes
00-0021457,Chris Brown,DB,,,,
00-0034685,Chris Campbell,DB,,,,
00-0002613,Chris Canty,DB,,,,
00-0023008,Chris Carr,DB,,,,
00-0002720,Chris Carter,DB,,,,
00-0021288,Chris Cash,DB,,,,
00-0036316,Chris Claybrooks,DB,,,,
00-0027115,Chris Clemons,DB,,,,
00-0028031,Chris Conte,DB,,,,
00-0027649,Chris Cook,DB,,,,
00-0034085,Chris Cooper,DB,,,,
00-0022167,Chris Crocker,DB,,,,
00-0028018,Chris Culliver,DB,,,,
00-0030917,Chris Davis,DB,,,,
00-0039513,Chris Edmonds,DB,,,,
00-0033022,Chris Edwards,DB,,,,
00-0022914,Chris Gamble,DB,,,,
00-0029213,Chris Greenwood,DB,,,,
00-0031845,Chris Hackett,DB,,,,
00-0023614,Chris Harris,DB,,,,
00-0028224,Chris Harris,DB,,,,
00-0027507,Chris Hawkins,DB,,,,
00-0007143,Chris Hayes,DB,,,,
00-0021219,Chris Hope,DB,,,,
00-0026389,Chris Horton,DB,,,,
00-0025428,Chris Houston,DB,,,,
00-0007849,Chris Hudson,DB,,,,
00-0033442,Chris Humes,DB,,,,
00-0036240,Chris Jackson,DB,,,,
00-0021949,Chris Johnson,DB,,,,
00-0035456,Chris Johnson,DB,,,,
00-0034641,Chris Jones,DB,,,,
00-0021539,Chris Kern,DB,,,,
00-0034145,Chris Lammons,DB,,,,
00-0029696,Chris Lewis-Harris,DB,,,,
00-0027378,Chris Maragos,DB,,,,
00-0010634,Chris McAlister,DB,,,,
00-0039593,Chris McDonald,DB,,,,
00-0023037,Chris McKenzie,DB,,,,
00-0036060,Chris Miller,DB,,,,
00-0032353,Chris Milton,DB,,,,
00-0012340,Chris Oldham,DB,,,,
00-0028059,Chris Prosinski,DB,,,,
00-0023757,Chris Reis,DB,,,,
00-0023669,Chris Roberson,DB,,,,
00-0028126,Chris Rucker,DB,,,,
00-0028373,Chris Smith,DB,,,,
00-0037049,Chris Steele,DB,,,,
00-0022877,Chris Thompson,DB,,,,
00-0017299,Chris Watson,DB,,,,
00-0035422,Chris Westry,DB,,,,
00-0036667,Chris Wilcox,DB,,,,
00-0036405,Chris Williamson,DB,,,,
00-0021104,Chris Young,DB,,,,
00-0035810,Christian Angulo,DB,,,,
00-0037288,Christian Benford,DB,,,,
00-0034871,Christian Boutte,DB,,,,
00-0038616,Christian Braswell,DB,,,,
00-0031397,Christian Bryant,DB,,,,
00-0039147,Christian Gonzalez,DB,,,,
00-0037095,Christian Holmes,DB,,,,
00-0038820,Christian Izien,DB,,,,
00-0037747,Christian Matthew,DB,,,,
00-0022747,Christian Morton,DB,,,,
00-0039324,Christian Roland-Wallace,DB,,,,
00-0029282,Christian Thompson,DB,,,,
00-0036790,Christian Uphoff,DB,,,,
00-0038773,Christian Young,DB,,,,
00-0027062,Christopher Owens,DB,,,,
00-0038602,Christopher Smith,DB,,,,
00-0033294,Chuck Clark,DB,,,,
00-0028102,Chykie Brown,DB,,,,
00-0022661,Clarence Curry,DB,,,,
00-0019761,Clarence LeBlanc,DB,,,,
00-0010094,Clarence Love,DB,,,,
00-0038568,Clark Phillips,DB,,,,
00-0039892,Clay Fields III,DB,,,,
00-0032807,Clayton Fejedelem,DB,,,,
00-0031571,Clayton Geathers,DB,,,,
00-0039496,Clayton Isbell,DB,,,,
00-0024075,Cletis Gordon,DB,,,,
00-0038967,Clifford Chattman,DB,,,,
00-0003676,Clifton Crosby,DB,,,,
00-0035069,Clifton Duck,DB,,,,
00-0020595,Clint Finley,DB,,,,
00-0020571,Clinton Hart,DB,,,,
00-0037839,Cobie Durant,DB,,,,
00-0038136,Coby Bryant,DB,,,,
00-0013623,Coby Rhinehart,DB,,,,
00-0034919,Cody Brown,DB,,,,
00-0029764,Cody Davis,DB,,,,
00-0027805,Cody Grimm,DB,,,,
00-0032041,Cody Riggs,DB,,,,
00-0038779,Colby Richardson,DB,,,,
00-0039872,Cole Bishop,DB,,,,
00-0033410,Cole Luke,DB,,,,
00-0022142,Colin Branch,DB,,,,
00-0028128,Colin Jones,DB,,,,
00-0038944,Collin Duncan,DB,,,,
00-0026578,Colt Anderson,DB,,,,
00-0006711,Conrad Hamilton,DB,,,,
00-0039841,Cooper DeJean,DB,,,,
00-0030087,Cooper Taylor,DB,,,,
00-0026599,Cord Parks,DB,,,,
00-0037758,Cordale Flott,DB,,,,
00-0033462,Cordrea Tankersley,DB,,,,
00-0035633,Corey Ballentine,DB,,,,
00-0002919,Corey Chavous,DB,,,,
00-0005627,Corey Fuller,DB,,,,
00-0025555,Corey Graham,DB,,,,
00-0034094,Corey Griffin,DB,,,,
00-0020338,Corey Hall,DB,,,,
00-0006927,Corey Harris,DB,,,,
00-0018614,Corey Harris,DB,,,,
00-0018605,Corey Ivy,DB,,,,
00-0026317,Corey Lynch,DB,,,,
00-0038453,Corey Mayfield,DB,,,,
00-0032050,Corey Moore,DB,,,,
00-0036499,Corey Straughter,DB,,,,
00-0032823,Corey Tindal,DB,,,,
00-0023478,Corey Webster,DB,,,,
00-0029658,Corey White,DB,,,,
00-0033289,Corn Elder,DB,,,,
00-0027362,Cornelius Brown,DB,,,,
00-0034792,Cornell Armstrong,DB,,,,
00-0035441,Corrion Ballard,DB,,,,
00-0028066,Cortez Allen,DB,,,,
00-0024429,Cortland Finnegan,DB,,,,
00-0001897,Corwin Brown,DB,,,,
00-0020477,Cory Bird,DB,,,,
00-0006647,Cory Hall,DB,,,,
00-0028480,Cory Nelms,DB,,,,
00-0038639,Cory Trice,DB,,,,
00-0029529,Coty Sensabaugh,DB,,,,
00-0025599,Courtney Brown,DB,,,,
00-0024631,Courtney Bryan,DB,,,,
00-0026960,Courtney Greene,DB,,,,
00-0019428,Courtney Jackson,DB,,,,
00-0021222,Coy Wire,DB,,,,
00-0027128,Coye Francies,DB,,,,
00-0024796,Craig Dahl,DB,,,,
00-0034310,Craig James,DB,,,,
00-0030824,Craig Loston,DB,,,,
00-0032106,Craig Mager,DB,,,,
00-0011250,Craig Miller,DB,,,,
00-0026260,Craig Steltz,DB,,,,
00-0032581,Cre'von LeBlanc,DB,,,,
00-0027763,Crezdon Butler,DB,,,,
00-0004337,Cris Dishman,DB,,,,
00-0022477,Curome Cox,DB,,,,
00-0021906,Curry Burns,DB,,,,
00-0028033,Curtis Brown,DB,,,,
00-0002180,Curtis Buckley,DB,,,,
00-0022592,Curtis Deloatch,DB,,,,
00-0020314,Curtis Fuller,DB,,,,
00-0028028,Curtis Marsh,DB,,,,
00-0034120,Curtis Mikell,DB,,,,
00-0032042,Curtis Riley,DB,,,,
00-0026501,Curtis Taylor,DB,,,,
