"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"Terry Godwin","Jacksonville Jaguars","jax",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"C.J. Henderson","Jacksonville Jaguars","jax",2021,10,1,1,"groin",3,3,0,0,0,0,0,0,1,0
"Tre Herndon","Jacksonville Jaguars","jax",2021,10,3,3,"knee",1,3,0,0,0,0,0,0,1,0
"Myles Jack","Jacksonville Jaguars","jax",2021,10,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Josh Lambo","Jacksonville Jaguars","jax",2021,10,1,1,"personal",4,4,0,0,0,0,0,0,0,0
"Brandon Linder","Jacksonville Jaguars","jax",2021,10,5,5,"",6,10,0,0,0,0,0,0,0,0
"Lerentee McCray","Jacksonville Jaguars","jax",2021,10,2,2,"hamstring",2,5,0,0,0,0,0,0,1,0
"James O'Shaughnessy","Jacksonville Jaguars","jax",2021,10,4,4,"",3,9,0,0,0,0,0,0,0,0
"Roy Robertson-Harris","Jacksonville Jaguars","jax",2021,10,4,3,"ankle",3,6,0,0,0,0,0,0,0,1
"Jordan Smith","Jacksonville Jaguars","jax",2021,10,2,2,"knee",1,2,0,0,0,0,0,0,1,0
"Badara Traore","Jacksonville Jaguars","jax",2021,10,3,3,"",5,7,0,0,0,0,0,0,0,0
"Jay Tufele","Jacksonville Jaguars","jax",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Blake Bell","Kansas City Chiefs","kan",2021,11,1,1,"back",6,6,0,0,1,0,0,0,0,0
"Michael Burton","Kansas City Chiefs","kan",2021,11,1,1,"pectoral",7,7,0,0,1,0,0,0,0,0
"Frank Clark","Kansas City Chiefs","kan",2021,11,3,3,"hamstring",1,4,0,0,0,0,0,0,1,0
"Clyde Edwards-Helaire","Kansas City Chiefs","kan",2021,11,5,5,"",6,10,0,0,0,0,0,0,0,0
"Rashad Fenton","Kansas City Chiefs","kan",2021,11,1,1,"concussion",4,4,1,0,0,0,0,0,0,0
"Joe Fortson","Kansas City Chiefs","kan",2021,11,5,5,"achilles",7,11,0,0,0,0,0,0,0,1
"Willie Gay","Kansas City Chiefs","kan",2021,11,4,3,"",2,5,0,0,0,0,0,0,0,0
"Tyreek Hill","Kansas City Chiefs","kan",2021,11,2,0,"quad",6,7,0,0,0,0,0,0,1,0
"Anthony Hitchens","Kansas City Chiefs","kan",2021,11,2,1,"knee tricep",6,7,0,0,0,0,1,0,1,0
"Chris Jones","Kansas City Chiefs","kan",2021,11,4,2,"wrist",3,7,0,0,0,0,0,1,0,0
"Joshua Kaindoh","Kansas City Chiefs","kan",2021,11,7,7,"",5,11,0,0,0,0,0,0,0,0
"Tyrann Mathieu","Kansas City Chiefs","kan",2021,11,1,1,"illness",1,1,0,0,0,0,0,0,0,0
"Derrick Nnadi","Kansas City Chiefs","kan",2021,11,1,0,"hip",1,1,0,0,0,1,0,0,0,0
"Mike Remmers","Kansas City Chiefs","kan",2021,11,2,2,"",10,11,0,0,0,0,0,0,0,0
"Joe Thuney","Kansas City Chiefs","kan",2021,11,2,0,"hand",6,7,0,0,0,0,0,1,0,0
"Charvarius Ward","Kansas City Chiefs","kan",2021,11,5,4,"quad",3,7,0,0,0,0,0,0,1,0
"Damon Arnette","Las Vegas Raiders","rai",2021,10,2,2,"groin",5,6,0,0,0,0,0,0,1,0
"Jeff Badet","Las Vegas Raiders","rai",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Peyton Barber","Las Vegas Raiders","rai",2021,10,1,1,"toe",5,5,0,0,0,0,0,0,0,1
"Nick Bowers","Las Vegas Raiders","rai",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Derek Carrier","Las Vegas Raiders","rai",2021,10,6,6,"pectoral",5,10,0,0,1,0,0,0,0,0
"Tyree Gillespie","Las Vegas Raiders","rai",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Denzelle Good","Las Vegas Raiders","rai",2021,10,8,8,"",2,10,0,0,0,0,0,0,0,0
"Johnathan Hankins","Las Vegas Raiders","rai",2021,10,1,1,"hip",6,6,0,0,0,1,0,0,0,0
"Richie Incognito","Las Vegas Raiders","rai",2021,10,4,4,"calf",1,6,0,0,0,0,0,0,1,0
"Alec Ingold","Las Vegas Raiders","rai",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Josh Jacobs","Las Vegas Raiders","rai",2021,10,3,2,"toe ankle",2,4,0,0,0,0,0,0,0,2
"Quinton Jefferson","Las Vegas Raiders","rai",2021,10,2,0,"back related",6,7,0,0,1,0,0,0,0,0
"Nick Kwiatkoski","Las Vegas Raiders","rai",2021,10,1,1,"concussion",2,2,1,0,0,0,0,0,0,0
"Dallin Leavitt","Las Vegas Raiders","rai",2021,10,1,1,"concussion",3,3,1,0,0,0,0,0,0,0
"Marcus Mariota","Las Vegas Raiders","rai",2021,10,2,2,"quad",2,6,0,0,0,0,0,0,1,0
"Gerald McCoy","Las Vegas Raiders","rai",2021,10,4,4,"",2,5,0,0,0,0,0,0,0,0
"Nicholas Morrow","Las Vegas Raiders","rai",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Trayvon Mullen","Las Vegas Raiders","rai",2021,10,6,6,"toe",5,10,0,0,0,0,0,0,0,1
"Carl Nassib","Las Vegas Raiders","rai",2021,10,1,0,"pectoral",2,2,0,0,1,0,0,0,0,0
"Yannick Ngakoue","Las Vegas Raiders","rai",2021,10,1,0,"hamstring",2,2,0,0,0,0,0,0,1,0
"Keisean Nixon","Las Vegas Raiders","rai",2021,10,4,3,"",2,5,0,0,0,0,0,0,0,0
"Darius Philon","Las Vegas Raiders","rai",2021,10,3,2,"knee",2,10,0,0,0,0,0,0,1,0
"Jalen Richard","Las Vegas Raiders","rai",2021,10,3,3,"",2,4,0,0,0,0,0,0,0,0
"Kamaal Seymour","Las Vegas Raiders","rai",2021,10,4,4,"",2,5,0,0,0,0,0,0,0,0
"Roderic Teamer","Las Vegas Raiders","rai",2021,10,7,6,"shoulder ankle",1,10,0,1,0,0,0,0,0,1
"Darren Waller","Las Vegas Raiders","rai",2021,10,1,1,"related",7,7,0,0,0,0,0,0,0,0
"Javin White","Las Vegas Raiders","rai",2021,10,6,6,"",2,7,0,0,0,0,0,0,0,0
"Oday Aboushi","Los Angeles Chargers","sdg",2021,10,5,5,"",6,10,0,0,0,0,0,0,0,0
"Nasir Adderley","Los Angeles Chargers","sdg",2021,10,2,1,"groin hip",2,6,0,0,0,1,0,0,1,0
"Joey Bosa","Los Angeles Chargers","sdg",2021,10,1,0,"foot",3,3,0,0,0,0,0,0,0,1
"Bryan Bulaga","Los Angeles Chargers","sdg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Austin Ekeler","Los Angeles Chargers","sdg",2021,10,1,0,"hamstring",1,1,0,0,0,0,0,0,1,0
"Chris Harris","Los Angeles Chargers","sdg",2021,10,4,3,"shoulder",2,5,0,1,0,0,0,0,0,0
"Justin Jackson","Los Angeles Chargers","sdg",2021,10,1,1,"groin",5,5,0,0,0,0,0,0,1,0
"Justin Jones","Los Angeles Chargers","sdg",2021,10,3,2,"calf",2,7,0,0,0,0,0,0,1,0
"Damon Lloyd","Los Angeles Chargers","sdg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Trey Marshall","Los Angeles Chargers","sdg",2021,10,1,1,"ankle",1,1,0,0,0,0,0,0,0,1
"Kenneth Murray","Los Angeles Chargers","sdg",2021,10,4,4,"",5,8,0,0,0,0,0,0,0,0
"Joe Reed","Los Angeles Chargers","sdg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Ryan Smith","Los Angeles Chargers","sdg",2021,10,5,5,"",2,10,0,0,0,0,0,0,0,0
"Drue Tranquill","Los Angeles Chargers","sdg",2021,10,1,1,"chest",6,6,0,0,1,0,0,0,0,0
"Mike Williams","Los Angeles Chargers","sdg",2021,10,1,0,"knee",6,6,0,0,0,0,0,0,1,0
"Tremayne Anchrum","Los Angeles Rams","ram",2021,10,3,3,"",2,4,0,0,0,0,0,0,0,0
"Tutu Atwell","Los Angeles Rams","ram",2021,10,3,2,"illness",4,10,0,0,0,0,0,0,0,0
"Jake Funk","Los Angeles Rams","ram",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Jacob Harris","Los Angeles Rams","ram",2021,10,2,1,"hip",3,10,0,0,0,1,0,0,0,0
"Darrell Henderson","Los Angeles Rams","ram",2021,10,2,1,"ribs",3,4,0,0,1,0,0,0,0,0
"Justin Hollins","Los Angeles Rams","ram",2021,10,7,7,"",4,10,0,0,0,0,0,0,0,0
"Travin Howard","Los Angeles Rams","ram",2021,10,1,1,"",9,9,0,0,0,0,0,0,0,0
"Sebastian Joseph","Los Angeles Rams","ram",2021,10,2,2,"",9,10,0,0,0,0,0,0,0,0
"Sony Michel","Los Angeles Rams","ram",2021,10,1,0,"shoulder",7,7,0,1,0,0,0,0,0,0
"Johnny Mundt","Los Angeles Rams","ram",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Ogbonnia Okoronkwo","Los Angeles Rams","ram",2021,10,3,2,"",2,4,0,0,0,0,0,0,0,0
"Ben Skowronek","Los Angeles Rams","ram",2021,10,1,1,"forearm",1,1,1,0,0,0,1,0,0,0
"Darious Williams","Los Angeles Rams","ram",2021,10,4,3,"",6,9,0,0,0,0,0,0,0,0
"Robert Woods","Los Angeles Rams","ram",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Lynn Bowden","Miami Dolphins","mia",2021,11,8,8,"",2,11,0,0,0,0,0,0,0,0
"Jacoby Brissett","Miami Dolphins","mia",2021,11,1,0,"hamstring",6,6,0,0,0,0,0,0,1,0
"Malcolm Brown","Miami Dolphins","mia",2021,11,4,4,"",8,11,0,0,0,0,0,0,0,0
"Elijah Campbell","Miami Dolphins","mia",2021,11,1,1,"toe",10,10,0,0,0,0,0,0,0,1
"Larnel Coleman","Miami Dolphins","mia",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Raekwon Davis","Miami Dolphins","mia",2021,11,4,3,"",2,5,0,0,0,0,0,0,0,0
"Michael Deiter","Miami Dolphins","mia",2021,11,8,8,"",4,11,0,0,0,0,0,0,0,0
"Will Fuller","Miami Dolphins","mia",2021,11,8,8,"personal",2,11,0,0,0,0,0,0,0,0
"Xavien Howard","Miami Dolphins","mia",2021,11,2,1,"shoulder",6,7,0,1,0,0,0,0,0,0
"Noah Igbinoghene","Miami Dolphins","mia",2021,11,1,1,"knee",7,7,0,0,0,0,0,0,1,0
"Austin Jackson","Miami Dolphins","mia",2021,11,1,0,"illness",1,1,0,0,0,0,0,0,0,0
"Brandon Jones","Miami Dolphins","mia",2021,11,1,0,"ankle",7,7,0,0,0,0,0,0,0,1
"Byron Jones","Miami Dolphins","mia",2021,11,1,1,"achilles",6,6,0,0,0,0,0,0,0,1
"Greg Little","Miami Dolphins","mia",2021,11,1,1,"",11,11,0,0,0,0,0,0,0,0
"Greg Mancz","Miami Dolphins","mia",2021,11,3,3,"groin",7,11,0,0,0,0,0,0,1,0
"Jason McCourty","Miami Dolphins","mia",2021,11,4,4,"",8,11,0,0,0,0,0,0,0,0
"Adam Pankey","Miami Dolphins","mia",2021,11,3,3,"",2,4,0,0,0,0,0,0,0,0
"DeVante Parker","Miami Dolphins","mia",2021,11,6,6,"shoulder",5,11,0,1,0,0,0,0,0,0
"Jaelan Phillips","Miami Dolphins","mia",2021,11,1,0,"ankle",7,7,0,0,0,0,0,0,0,1
"Adam Shaheen","Miami Dolphins","mia",2021,11,1,1,"knee",6,6,0,0,0,0,0,0,1,0
"Tua Tagovailoa","Miami Dolphins","mia",2021,11,5,3,"ribs finger",3,10,0,0,1,0,0,1,0,0
"Preston Williams","Miami Dolphins","mia",2021,11,4,2,"foot  groin",1,7,0,0,0,0,0,0,1,1
"Anthony Barr","Minnesota Vikings","min",2021,10,4,4,"knee",1,4,0,0,0,0,0,0,1,0
"Kris Boyd","Minnesota Vikings","min",2021,10,1,1,"hamstring",4,4,0,0,0,0,0,0,1,0
"Dan Chisena","Minnesota Vikings","min",2021,10,3,3,"",2,4,0,0,0,0,0,0,0,0
"Dalvin Cook","Minnesota Vikings","min",2021,10,3,2,"ankle",3,5,0,0,0,0,0,0,0,1
"Christian Darrisaw","Minnesota Vikings","min",2021,10,3,3,"groin",1,3,0,0,0,0,0,0,1,0
"Ben Ellefson","Minnesota Vikings","min",2021,10,5,5,"knee",6,10,0,0,0,0,0,0,1,0
"Everson Griffen","Minnesota Vikings","min",2021,10,1,1,"concussion",2,2,1,0,0,0,0,0,0,0
"Harrison Hand","Minnesota Vikings","min",2021,10,2,2,"hamstring",2,3,0,0,0,0,0,0,1,0
"Olabisi Johnson","Minnesota Vikings","min",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Eric Kendricks","Minnesota Vikings","min",2021,10,1,0,"quad",2,2,0,0,0,0,0,0,1,0
"Kene Nwangwu","Minnesota Vikings","min",2021,10,3,3,"",2,4,0,0,0,0,0,0,0,0
"Patrick Peterson","Minnesota Vikings","min",2021,10,4,3,"",7,10,0,0,0,0,0,0,0,0
"Michael Pierce","Minnesota Vikings","min",2021,10,3,2,"elbow",4,6,0,0,0,0,1,0,0,0
"Janarius Robinson","Minnesota Vikings","min",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Jordon Scott","Minnesota Vikings","min",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Irv Smith","Minnesota Vikings","min",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Ihmir Smith-Marsette","Minnesota Vikings","min",2021,10,2,2,"toe",4,5,0,0,0,0,0,0,0,1
"Nelson Agholor","New England Patriots","nwe",2021,11,1,0,"ankle",1,1,0,0,0,0,0,0,0,1
"Henry Anderson","New England Patriots","nwe",2021,11,7,7,"",5,11,0,0,0,0,0,0,0,0
"Jake Bailey","New England Patriots","nwe",2021,11,1,0,"knee",11,11,0,0,0,0,0,0,1,0
"Christian Barmore","New England Patriots","nwe",2021,11,1,0,"shoulder",7,7,0,1,0,0,0,0,0,0
"Ja'Whaun Bentley","New England Patriots","nwe",2021,11,4,1,"shoulder ribs",4,11,0,1,1,0,0,0,0,0
"Justin Bethel","New England Patriots","nwe",2021,11,1,0,"hamstring",5,5,0,0,0,0,0,0,1,0
"Brandon Bolden","New England Patriots","nwe",2021,11,2,0,"thigh hip",7,11,0,0,0,1,0,0,1,0
"Trent Brown","New England Patriots","nwe",2021,11,10,8,"calf",2,11,0,0,0,0,0,0,1,0
"Yodny Cajuste","New England Patriots","nwe",2021,11,2,1,"hamstring",1,2,0,0,0,0,0,0,1,0
"Jamie Collins","New England Patriots","nwe",2021,11,2,2,"",10,11,0,0,0,0,0,0,0,0
"Byron Cowart","New England Patriots","nwe",2021,11,1,1,"",1,1,0,0,0,0,0,0,0,0
"Cody Davis","New England Patriots","nwe",2021,11,1,0,"knee",5,5,0,0,0,0,0,0,1,0
"Kyle Dugger","New England Patriots","nwe",2021,11,4,0,"hamstring knee ankle",4,11,0,0,0,0,0,0,2,1
"Nick Folk","New England Patriots","nwe",2021,11,5,0,"knee knee",4,11,0,0,0,0,0,0,2,0
"Troy Fumagalli","New England Patriots","nwe",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Davon Godchaux","New England Patriots","nwe",2021,11,1,0,"finger",7,7,0,0,0,0,0,1,0,0
"Damien Harris","New England Patriots","nwe",2021,11,1,0,"ribs",6,6,0,0,1,0,0,0,0,0
"N'Keal Harry","New England Patriots","nwe",2021,11,1,0,"knee",11,11,0,0,0,0,0,0,1,0
"Justin Herron","New England Patriots","nwe",2021,11,1,0,"abdomen",6,6,0,0,1,0,0,0,0,0
"Dont'a Hightower","New England Patriots","nwe",2021,11,2,1,"elbow ankle",7,11,0,0,0,0,1,0,0,1
"J.C. Jackson","New England Patriots","nwe",2021,11,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"Anfernee Jennings","New England Patriots","nwe",2021,11,6,6,"",6,11,0,0,0,0,0,0,0,0
"Jonathan Jones","New England Patriots","nwe",2021,11,7,5,"ankle",5,11,0,0,0,0,0,0,0,1
"Dalton Keene","New England Patriots","nwe",2021,11,8,8,"",2,9,0,0,0,0,0,0,0,0
"Brandon King","New England Patriots","nwe",2021,11,1,0,"thigh",7,7,0,0,0,0,0,0,1,0
"Harvey Langi","New England Patriots","nwe",2021,11,4,4,"",8,11,0,0,0,0,0,0,0,0
"Shaq Mason","New England Patriots","nwe",2021,11,4,2,"abdomen",5,11,0,0,1,0,0,0,0,0
"Raekwon McMillan","New England Patriots","nwe",2021,11,10,10,"",2,11,0,0,0,0,0,0,0,0
"Jalen Mills","New England Patriots","nwe",2021,11,5,1,"ankle  hamstring forearm",1,11,1,0,0,0,1,0,1,1
"Quinn Nordin","New England Patriots","nwe",2021,11,10,10,"abdomen",2,11,0,0,1,0,0,0,0,0
"Ronnie Perkins","New England Patriots","nwe",2021,11,4,4,"shoulder  ankle",1,6,0,1,0,0,0,0,0,1
"Malcolm Perry","New England Patriots","nwe",2021,11,11,11,"foot",1,11,0,0,0,0,0,0,0,1
"Adrian Phillips","New England Patriots","nwe",2021,11,2,0,"related back",3,7,0,0,1,0,0,0,0,0
"Jonnu Smith","New England Patriots","nwe",2021,11,2,0,"hip shoulder",2,11,0,1,0,1,0,0,0,0
"J.J. Taylor","New England Patriots","nwe",2021,11,1,1,"groin",6,6,0,0,0,0,0,0,1,0
"Josh Uche","New England Patriots","nwe",2021,11,4,2,"back shoulder",3,11,0,1,1,0,0,0,0,0
"Kyle Van Noy","New England Patriots","nwe",2021,11,6,1,"throat groin",2,11,1,0,0,0,0,0,1,0
"Shaun Wade","New England Patriots","nwe",2021,11,3,3,"concussion",5,7,1,0,0,0,0,0,0,0
"James White","New England Patriots","nwe",2021,11,8,8,"hip",4,11,0,0,0,1,0,0,0,0
"Chase Winovich","New England Patriots","nwe",2021,11,4,4,"",7,10,0,0,0,0,0,0,0,0
"Deatrich Wise","New England Patriots","nwe",2021,11,2,0,"knee illness",7,11,0,0,0,0,0,0,1,0
"Isaiah Wynn","New England Patriots","nwe",2021,11,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"Kwon Alexander","New Orleans Saints","nor",2021,10,5,4,"",2,6,0,0,0,0,0,0,0,0
"Terron Armstead","New Orleans Saints","nor",2021,10,2,2,"elbow",4,5,0,0,0,0,1,0,0,0
"Will Clapp","New Orleans Saints","nor",2021,10,4,2,"",2,5,0,0,0,0,0,0,0,0
"Ken Crawley","New Orleans Saints","nor",2021,10,3,2,"hamstring",1,9,0,0,0,0,0,0,1,0
"Marcus Davenport","New Orleans Saints","nor",2021,10,5,4,"shoulder",2,6,0,1,0,0,0,0,0,0
"Chauncey Gardner-Johnson","New Orleans Saints","nor",2021,10,3,3,"knee",2,10,0,0,0,0,0,0,1,0
"Ethan Greenidge","New Orleans Saints","nor",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Chase Hansen","New Orleans Saints","nor",2021,10,1,1,"groin",2,2,0,0,0,0,0,0,1,0
"Deonte Harris","New Orleans Saints","nor",2021,10,1,1,"hamstring",6,6,0,0,0,0,0,0,1,0
"Taysom Hill","New Orleans Saints","nor",2021,10,1,1,"concussion",6,6,1,0,0,0,0,0,0,0
"James Hurst","New Orleans Saints","nor",2021,10,1,0,"knee",1,1,0,0,0,0,0,0,1,0
"Tony Jones","New Orleans Saints","nor",2021,10,5,4,"",6,10,0,0,0,0,0,0,0,0
"Tanoh Kpassagnon","New Orleans Saints","nor",2021,10,1,1,"calf",2,2,0,0,0,0,0,0,1,0
"Marshon Lattimore","New Orleans Saints","nor",2021,10,2,1,"knee hand",1,2,0,0,0,0,0,1,1,0
"Wil Lutz","New Orleans Saints","nor",2021,10,4,4,"",2,5,0,0,0,0,0,0,0,0
"Erik McCoy","New Orleans Saints","nor",2021,10,4,4,"calf",2,5,0,0,0,0,0,0,1,0
"Andrus Peat","New Orleans Saints","nor",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Brian Poole","New Orleans Saints","nor",2021,10,4,4,"",2,5,0,0,0,0,0,0,0,0
"Malcolm Roach","New Orleans Saints","nor",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Tre'Quan Smith","New Orleans Saints","nor",2021,10,3,2,"hamstring",1,6,0,0,0,0,0,0,1,0
"Dylan Soehner","New Orleans Saints","nor",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Payton Turner","New Orleans Saints","nor",2021,10,3,3,"calf",6,10,0,0,0,0,0,0,1,0
"Nick Vannett","New Orleans Saints","nor",2021,10,5,5,"",2,6,0,0,0,0,0,0,0,0
"Dwayne Washington","New Orleans Saints","nor",2021,10,1,1,"neck",6,6,1,0,0,0,0,0,0,0
"Pete Werner","New Orleans Saints","nor",2021,10,1,1,"hamstring",2,2,0,0,0,0,0,0,1,0
"P.J. Williams","New Orleans Saints","nor",2021,10,1,0,"back",2,2,0,0,1,0,0,0,0,0
"Jameis Winston","New Orleans Saints","nor",2021,10,3,3,"",8,10,0,0,0,0,0,0,0,0
"Saquon Barkley","New York Giants","nyg",2021,10,4,2,"knee  ankle",1,7,0,0,0,0,0,0,1,1
"C.J. Board","New York Giants","nyg",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Ben Bredeson","New York Giants","nyg",2021,10,3,3,"hand",4,6,0,0,0,0,0,1,0,0
"Cam Brown","New York Giants","nyg",2021,10,5,4,"hamstring",2,6,0,0,0,0,0,0,1,0
"T.J. Brunson","New York Giants","nyg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Carter Coughlin","New York Giants","nyg",2021,10,2,2,"",9,10,0,0,0,0,0,0,0,0
"Keion Crossen","New York Giants","nyg",2021,10,1,0,"elbow",4,4,0,0,0,0,1,0,0,0
"Tae Crowder","New York Giants","nyg",2021,10,2,0,"hamstring thigh",4,7,0,0,0,0,0,0,2,0
"Nate Ebner","New York Giants","nyg",2021,10,1,0,"quad",4,4,0,0,0,0,0,0,1,0
"Evan Engram","New York Giants","nyg",2021,10,4,2,"calf",1,7,0,0,0,0,0,0,1,0
"Nick Gates","New York Giants","nyg",2021,10,8,8,"",3,10,0,0,0,0,0,0,0,0
"Kenny Golladay","New York Giants","nyg",2021,10,3,2,"hip knee",3,7,0,0,0,1,0,0,1,0
"Jonotthan Harrison","New York Giants","nyg",2021,10,6,6,"",5,10,0,0,0,0,0,0,0,0
"Justin Hilliard","New York Giants","nyg",2021,10,5,5,"ankle",6,10,0,0,0,0,0,0,0,1
"Adoree' Jackson","New York Giants","nyg",2021,10,1,0,"ankle",1,1,0,0,0,0,0,0,0,1
"Rysen John","New York Giants","nyg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Joshua Kalu","New York Giants","nyg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Ted Larsen","New York Giants","nyg",2021,10,1,1,"",2,2,0,0,0,0,0,0,0,0
"Shane Lemieux","New York Giants","nyg",2021,10,9,9,"knee",2,10,0,0,0,0,0,0,1,0
"Blake Martinez","New York Giants","nyg",2021,10,7,7,"",4,10,0,0,0,0,0,0,0,0
"Kyle Murphy","New York Giants","nyg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Jabrill Peppers","New York Giants","nyg",2021,10,4,4,"hamstring",5,10,0,0,0,0,0,0,1,0
"Dante Pettis","New York Giants","nyg",2021,10,1,1,"",9,9,0,0,0,0,0,0,0,0
"John Ross","New York Giants","nyg",2021,10,4,2,"hamstring",2,7,0,0,0,0,0,0,1,0
"Danny Shelton","New York Giants","nyg",2021,10,1,1,"pec",7,7,0,0,1,0,0,0,0,0
"Sterling Shepard","New York Giants","nyg",2021,10,3,3,"hamstring",4,7,0,0,0,0,0,0,1,0
"Darius Slayton","New York Giants","nyg",2021,10,4,3,"hamstring",4,7,0,0,0,0,0,0,1,0
"Elerson Smith","New York Giants","nyg",2021,10,5,5,"",2,6,0,0,0,0,0,0,0,0
"Kaden Smith","New York Giants","nyg",2021,10,1,0,"knee",4,4,0,0,0,0,0,0,1,0
"Andrew Thomas","New York Giants","nyg",2021,10,6,4,"foot",5,10,0,0,0,0,0,0,0,1
"Levine Toilolo","New York Giants","nyg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Kadarius Toney","New York Giants","nyg",2021,10,2,1,"ankle",6,7,0,0,0,0,0,0,0,1
"Rodarius Williams","New York Giants","nyg",2021,10,5,5,"",6,10,0,0,0,0,0,0,0,0
"Quincy Wilson","New York Giants","nyg",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Mekhi Becton","New York Jets","nyj",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Ronald Blair","New York Jets","nyj",2021,10,5,5,"",3,7,0,0,0,0,0,0,0,0
"Blake Cashman","New York Jets","nyj",2021,10,1,1,"",7,7,0,0,0,0,0,0,0,0
"Cameron Clark","New York Jets","nyj",2021,10,4,4,"",7,10,0,0,0,0,0,0,0,0
"Adrian Colbert","New York Jets","nyj",2021,10,1,1,"concussion",5,5,1,0,0,0,0,0,0,0
"Keelan Cole","New York Jets","nyj",2021,10,2,1,"knee",1,2,0,0,0,0,0,0,1,0
"Tevin Coleman","New York Jets","nyj",2021,10,3,3,"illness hamstring",3,8,0,0,0,0,0,0,1,0
"Jamison Crowder","New York Jets","nyj",2021,10,3,2,"groin",2,4,0,0,0,0,0,0,1,0
"Ashtyn Davis","New York Jets","nyj",2021,10,3,2,"",2,4,0,0,0,0,0,0,0,0
"Corey Davis","New York Jets","nyj",2021,10,1,1,"hip",8,8,0,0,0,1,0,0,0,0
"Jarrad Davis","New York Jets","nyj",2021,10,6,5,"",2,7,0,0,0,0,0,0,0,0
"Noah Dawkins","New York Jets","nyj",2021,10,1,1,"",10,10,0,0,0,0,0,0,0,0
"Isaiah Dunn","New York Jets","nyj",2021,10,1,0,"shoulder",2,2,0,1,0,0,0,0,0,0
"Laurent Duvernay-Tardif","New York Jets","nyj",2021,10,1,1,"related",8,8,0,0,0,0,0,0,0,0
"Brandin Echols","New York Jets","nyj",2021,10,2,1,"concussion",5,10,1,0,0,0,0,0,0,0
"Chuma Edoga","New York Jets","nyj",2021,10,3,3,"illness",2,10,0,0,0,0,0,0,0,0
"George Fant","New York Jets","nyj",2021,10,1,0,"ankle",8,8,0,0,0,0,0,0,0,1
"Parker Ferguson","New York Jets","nyj",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"John Franklin-Myers","New York Jets","nyj",2021,10,1,0,"calf",3,3,0,0,0,0,0,0,1,0
"Bryce Huff","New York Jets","nyj",2021,10,3,3,"",8,10,0,0,0,0,0,0,0,0
"Lamarcus Joyner","New York Jets","nyj",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Tyler Kroft","New York Jets","nyj",2021,10,5,4,"rib back",4,10,0,0,2,0,0,0,0,0
"Carl Lawson","New York Jets","nyj",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Zane Lewis","New York Jets","nyj",2021,10,9,9,"",2,10,0,0,0,0,0,0,0,0
"Braden Mann","New York Jets","nyj",2021,10,6,6,"",2,7,0,0,0,0,0,0,0,0
"Marcus Maye","New York Jets","nyj",2021,10,3,3,"ankle",4,10,0,0,0,0,0,0,0,1
"Conor McDermott","New York Jets","nyj",2021,10,8,8,"",2,9,0,0,0,0,0,0,0,0
"Elijah Moore","New York Jets","nyj",2021,10,1,1,"concussion",4,4,1,0,0,0,0,0,0,0
"C.J. Mosley","New York Jets","nyj",2021,10,1,1,"hamstring",6,6,0,0,0,0,0,0,1,0
