"name","full_team","team","year","games_in_season","num_games_injured","num_games_missing","injury_types","earliest_injury","latest_injury","head","shoulder","upper_torso","lower_torso","arm","hand","leg","foot"
"A.J. Green","Cincinnati Bengals","cin",2012,16,2,0,"knee illness",6,13,0,0,0,0,0,0,1,0
"BenJarvus Green-Ellis","Cincinnati Bengals","cin",2012,16,2,1,"illness hamstring",9,16,0,0,0,0,0,0,1,0
"Jermaine Gresham","Cincinnati Bengals","cin",2012,16,2,0,"knee  hamstring",1,13,0,0,0,0,0,0,2,0
"Leon Hall","Cincinnati Bengals","cin",2012,16,4,2,"achilles  calf",1,5,0,0,0,0,0,0,1,1
"Andrew Hawkins","Cincinnati Bengals","cin",2012,16,4,2,"back knee",7,12,0,0,1,0,0,0,1,0
"Thomas Howard","Cincinnati Bengals","cin",2012,16,15,15,"knee",2,16,0,0,0,0,0,0,1,0
"George Iloka","Cincinnati Bengals","cin",2012,16,2,0,"ankle",1,2,0,0,0,0,0,0,0,1
"Michael Johnson","Cincinnati Bengals","cin",2012,16,1,0,"toe",14,14,0,0,0,0,0,0,0,1
"Adam Jones","Cincinnati Bengals","cin",2012,16,6,0,"illness back calf hamstring",2,16,0,0,1,0,0,0,2,0
"Marvin Jones","Cincinnati Bengals","cin",2012,16,5,3,"knee illness",8,13,0,0,0,0,0,0,1,0
"Dre Kirkpatrick","Cincinnati Bengals","cin",2012,16,11,10,"knee  thigh head",1,16,1,0,0,0,0,0,2,0
"Donald Lee","Cincinnati Bengals","cin",2012,16,4,4,"thigh",1,4,0,0,0,0,0,0,1,0
"Brian Leonard","Cincinnati Bengals","cin",2012,16,2,1,"rib",7,8,0,0,1,0,0,0,0,0
"Rey Maualuga","Cincinnati Bengals","cin",2012,16,1,0,"shoulder",14,14,0,1,0,0,0,0,0,0
"Taylor Mays","Cincinnati Bengals","cin",2012,16,2,0,"knee",9,10,0,0,0,0,0,0,1,0
"Jeromy Miles","Cincinnati Bengals","cin",2012,16,1,0,"hip",3,3,0,0,0,1,0,0,0,0
"Dontay Moch","Cincinnati Bengals","cin",2012,16,11,10,"served illness",5,16,0,0,0,0,0,0,0,0
"Roddrick Muckelroy","Cincinnati Bengals","cin",2012,16,2,1,"illness",4,5,0,0,0,0,0,0,0,0
"Reggie Nelson","Cincinnati Bengals","cin",2012,16,5,2,"shoulder hamstring",4,16,0,1,0,0,0,0,1,0
"Terence Newman","Cincinnati Bengals","cin",2012,16,5,1,"groin hamstring concussion shoulder",6,16,1,1,0,0,0,0,2,0
"Mike Nugent","Cincinnati Bengals","cin",2012,16,4,4,"calf",13,16,0,0,0,0,0,0,1,0
"Cedric Peerman","Cincinnati Bengals","cin",2012,16,3,2,"ankle",13,15,0,0,0,0,0,0,0,1
"Shaun Prater","Cincinnati Bengals","cin",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Chris Pressley","Cincinnati Bengals","cin",2012,16,3,2,"knee",14,16,0,0,0,0,0,0,1,0
"Richard Quinn","Cincinnati Bengals","cin",2012,16,4,4,"hamstring",11,14,0,0,0,0,0,0,1,0
"Trevor Robinson","Cincinnati Bengals","cin",2012,16,1,0,"hamstring",9,9,0,0,0,0,0,0,1,0
"Taveon Rogers","Cincinnati Bengals","cin",2012,16,16,16,"shoulder",1,16,0,1,0,0,0,0,0,0
"Robert Sands","Cincinnati Bengals","cin",2012,16,16,16,"chest",1,16,0,0,1,0,0,0,0,0
"Mohamed Sanu","Cincinnati Bengals","cin",2012,16,5,5,"foot",12,16,0,0,0,0,0,0,0,1
"Bernard Scott","Cincinnati Bengals","cin",2012,16,16,14,"hand ankle knee",1,16,0,0,0,0,0,1,1,1
"Pat Sims","Cincinnati Bengals","cin",2012,16,9,8,"hamstring  thigh",1,12,0,0,0,0,0,0,2,0
"Dan Skuta","Cincinnati Bengals","cin",2012,16,4,0,"head  back thumb",1,14,1,0,1,0,0,1,0,0
"Andre Smith","Cincinnati Bengals","cin",2012,16,1,0,"foot",15,15,0,0,0,0,0,0,0,1
"Devon Still","Cincinnati Bengals","cin",2012,16,2,1,"shoulder back",7,10,0,1,1,0,0,0,0,0
"Travelle Wharton","Cincinnati Bengals","cin",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Andrew Whitworth","Cincinnati Bengals","cin",2012,16,4,0,"knee concussion",4,15,1,0,0,0,0,0,1,0
"Kevin Zeitler","Cincinnati Bengals","cin",2012,16,2,0,"hip elbow",3,7,0,0,0,1,1,0,0,0
"Emmanuel Acho","Cleveland Browns","cle",2012,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Johnson Bademosi","Cleveland Browns","cle",2012,16,3,0,"hip hip shin",8,12,0,0,0,2,0,0,1,0
"Marcus Benard","Cleveland Browns","cle",2012,16,5,5,"elbow",1,5,0,0,0,0,1,0,0,0
"Travis Benjamin","Cleveland Browns","cle",2012,16,7,2,"hamstring finger",5,15,0,0,0,0,0,1,1,0
"Sheldon Brown","Cleveland Browns","cle",2012,16,4,1,"shoulder  chest concussion",1,16,1,1,1,0,0,0,0,0
"Jordan Cameron","Cleveland Browns","cle",2012,16,8,2,"groin  concussion",1,16,1,0,0,0,0,0,1,0
"Tank Carder","Cleveland Browns","cle",2012,16,2,0,"foot",7,8,0,0,0,0,0,0,0,1
"Josh Cooper","Cleveland Browns","cle",2012,16,2,1,"illness knee",10,11,0,0,0,0,0,0,1,0
"Oniel Cousins","Cleveland Browns","cle",2012,16,4,2,"ankle  shin",1,15,0,0,0,0,0,0,1,1
"Josh Cribbs","Cleveland Browns","cle",2012,16,11,0,"knee head wrist back shoulder chest",2,16,1,1,2,0,0,1,1,0
"Auston English","Cleveland Browns","cle",2012,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Scott Fujita","Cleveland Browns","cle",2012,16,14,12,"leg knee  shoulder neck neck",1,16,2,1,0,0,0,0,2,0
"Tashaun Gipson","Cleveland Browns","cle",2012,16,6,5,"knee foot",5,16,0,0,0,0,0,0,1,1
"Chris Gocong","Cleveland Browns","cle",2012,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1
"Josh Gordon","Cleveland Browns","cle",2012,16,2,0,"knee",2,7,0,0,0,0,0,0,1,0
"John Greco","Cleveland Browns","cle",2012,16,4,1,"calf  ankle thumb",1,16,0,0,0,0,0,1,1,1
"Joe Haden","Cleveland Browns","cle",2012,16,2,1,"oblique",10,11,0,0,1,0,0,0,0,0
"Eric Hagg","Cleveland Browns","cle",2012,16,1,0,"illness",1,1,0,0,0,0,0,0,0,0
"Montario Hardesty","Cleveland Browns","cle",2012,16,3,0,"knee",8,15,0,0,0,0,0,0,1,0
"John Hughes","Cleveland Browns","cle",2012,16,3,0,"knee arm back",8,16,0,0,1,0,1,0,1,0
"D'Qwell Jackson","Cleveland Browns","cle",2012,16,3,0,"head foot calf",6,10,1,0,0,0,0,0,1,1
"James-Michael Johnson","Cleveland Browns","cle",2012,16,10,6,"ribs ribs oblique  knee groin finger thigh finger knee",1,16,0,0,3,0,0,2,4,0
"Ishmaa'ily Kitchen","Cleveland Browns","cle",2012,16,1,0,"calf",16,16,0,0,0,0,0,0,1,0
"Shawn Lauvao","Cleveland Browns","cle",2012,16,4,0,"groin arm foot head foot",9,15,1,0,0,0,1,0,1,2
"Thaddeus Lewis","Cleveland Browns","cle",2012,16,1,1,"thumb",1,1,0,0,0,0,0,1,0,0
"Greg Little","Cleveland Browns","cle",2012,16,3,0,"back illness knee",3,12,0,0,1,0,0,0,1,0
"Alex Mack","Cleveland Browns","cle",2012,16,1,0,"knee",2,2,0,0,0,0,0,0,1,0
"Mohamed Massaquoi","Cleveland Browns","cle",2012,16,9,7,"hamstring knee",4,16,0,0,0,0,0,0,2,0
"Colt McCoy","Cleveland Browns","cle",2012,16,1,1,"shoulder",16,16,0,1,0,0,0,0,0,0
"Ryan Miller","Cleveland Browns","cle",2012,16,2,0,"illness forearm",8,13,1,0,0,0,1,0,0,0
"Jordan Norwood","Cleveland Browns","cle",2012,16,11,11,"foot",6,16,0,0,0,0,0,0,0,1
"Chris Ogbonnaya","Cleveland Browns","cle",2012,16,4,1,"ankle  chest ribs",1,9,0,0,2,0,0,0,0,1
"Juqua Parker","Cleveland Browns","cle",2012,16,7,0,"foot shoulder knee shin",3,16,0,1,0,0,0,0,2,1
"Dimitri Patterson","Cleveland Browns","cle",2012,16,9,7,"knee  ankle",1,13,0,0,0,0,0,0,1,1
"Scott Paxson","Cleveland Browns","cle",2012,16,1,1,"knee",1,1,0,0,0,0,0,0,1,0
"Jason Pinkston","Cleveland Browns","cle",2012,16,12,10,"ankle undisclosed illness chest",4,16,0,0,1,0,0,0,0,1
"Trent Richardson","Cleveland Browns","cle",2012,16,13,1,"knee  abdomen ribs chest rib chest rib finger ankle",1,16,0,0,6,0,0,1,1,1
"Ahtyba Rubin","Cleveland Browns","cle",2012,16,6,3,"ankle calf calf back",6,11,0,0,1,0,0,0,2,1
"Frostee Rucker","Cleveland Browns","cle",2012,16,13,0,"wrist shoulder foot shoulder toe shoulder finger shoulder hip shoulder hamstring",4,16,0,5,0,1,0,2,1,2
"Brian Sanford","Cleveland Browns","cle",2012,16,8,8,"knee",9,16,0,0,0,0,0,0,1,0
"Jarrod Shaw","Cleveland Browns","cle",2012,16,3,3,"illness",8,11,0,0,0,0,0,0,0,0
"Buster Skrine","Cleveland Browns","cle",2012,16,3,0,"hand ankle head",8,11,1,0,0,0,0,1,0,1
"Alex Smith","Cleveland Browns","cle",2012,16,7,3,"concussion chest ribs knee illness",3,16,1,0,2,0,0,0,1,0
"Emmanuel Stephens","Cleveland Browns","cle",2012,16,8,8,"neck",9,16,1,0,0,0,0,0,0,0
"Phil Taylor","Cleveland Browns","cle",2012,16,11,8,"chest  chest ankle ankle knee",1,15,0,0,2,0,0,0,1,2
"Joe Thomas","Cleveland Browns","cle",2012,16,4,0,"knee back",2,16,0,0,1,0,0,0,1,0
"Raymond Ventrone","Cleveland Browns","cle",2012,16,13,4,"hamstring hand hand calf calf",1,13,0,0,0,0,0,2,3,0
"T.J. Ward","Cleveland Browns","cle",2012,16,11,2,"undisclosed  hand hand shoulder knee ankle knee",1,16,0,1,0,0,0,2,2,1
"Ben Watson","Cleveland Browns","cle",2012,16,2,0,"thigh quadriceps",1,2,0,0,0,0,0,0,2,0
"Brandon Weeden","Cleveland Browns","cle",2012,16,5,1,"foot groin thigh concussion shoulder",7,16,1,1,0,0,0,0,2,1
"Eddie Williams","Cleveland Browns","cle",2012,16,16,16,"undisclosed",1,16,0,0,0,0,0,0,0,0
"Billy Winn","Cleveland Browns","cle",2012,16,1,0,"concussion",3,3,1,0,0,0,0,0,0,0
"Usama Young","Cleveland Browns","cle",2012,16,6,2,"thigh  knee hamstring concussion",1,13,1,0,0,0,0,0,3,0
"Christian Yount","Cleveland Browns","cle",2012,16,4,0,"shoulder",4,9,0,1,0,0,0,0,0,0
"Alex Albright","Dallas Cowboys","dal",2012,16,4,2,"stinger neck knee",3,16,2,0,0,0,0,0,1,0
"Miles Austin","Dallas Cowboys","dal",2012,16,8,0,"hamstring  hip",1,13,0,0,0,1,0,0,1,0
"Ben Bass","Dallas Cowboys","dal",2012,16,5,5,"ankle",12,16,0,0,0,0,0,0,0,1
"Josh Brent","Dallas Cowboys","dal",2012,16,5,4,"finger personal legal",11,16,0,0,0,0,0,1,1,0
"Dez Bryant","Dallas Cowboys","dal",2012,16,7,0,"knee  groin hip finger",1,16,0,0,0,1,0,1,2,0
"Victor Butler","Dallas Cowboys","dal",2012,16,1,0,"groin",16,16,0,0,0,0,0,0,1,0
"Brandon Carr","Dallas Cowboys","dal",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Bruce Carter","Dallas Cowboys","dal",2012,16,5,5,"elbow",12,16,0,0,0,0,1,0,0,0
"Barry Church","Dallas Cowboys","dal",2012,16,14,13,"quadricep achilles",3,16,0,0,0,0,0,0,1,1
"Morris Claiborne","Dallas Cowboys","dal",2012,16,4,1,"illness knee facial concussion",5,15,2,0,0,0,0,0,1,0
"Danny Coale","Dallas Cowboys","dal",2012,16,5,5,"knee",12,16,0,0,0,0,0,0,1,0
"Kenyon Coleman","Dallas Cowboys","dal",2012,16,11,9,"knee triceps",3,16,0,0,0,0,1,0,1,0
"Dan Connor","Dallas Cowboys","dal",2012,16,5,2,"hip  neck",1,10,1,0,0,1,0,0,0,0
"Ryan Cook","Dallas Cowboys","dal",2012,16,8,3,"hamstring knee",5,14,0,0,0,0,0,0,2,0
"Phil Costa","Dallas Cowboys","dal",2012,16,16,13,"back knee leg ankle ankle",1,16,0,0,1,0,0,0,2,2
"Lance Dunbar","Dallas Cowboys","dal",2012,16,1,0,"knee",11,11,0,0,0,0,0,0,1,0
"Eric Frampton","Dallas Cowboys","dal",2012,16,1,0,"chest shoulder",9,9,0,1,1,0,0,0,0,0
"Dwayne Harris","Dallas Cowboys","dal",2012,16,1,0,"neck",8,8,1,0,0,0,0,0,0,0
"Jason Hatcher","Dallas Cowboys","dal",2012,16,3,0,"shin concussion thigh",8,16,1,0,0,0,0,0,2,0
"Andre Holmes","Dallas Cowboys","dal",2012,16,3,1,"knee",1,3,0,0,0,0,0,0,1,0
"Mike Jenkins","Dallas Cowboys","dal",2012,16,6,3,"shoulder  back",1,11,0,1,1,0,0,0,0,0
"Matt Johnson","Dallas Cowboys","dal",2012,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0
"Chris Jones","Dallas Cowboys","dal",2012,16,13,12,"knee",4,16,0,0,0,0,0,0,1,0
"Felix Jones","Dallas Cowboys","dal",2012,16,10,0,"ribs knee hip",2,16,0,0,1,1,0,0,1,0
"Kevin Kowalski","Dallas Cowboys","dal",2012,16,9,9,"ankle",1,9,0,0,0,0,0,0,0,1
"Sean Lee","Dallas Cowboys","dal",2012,16,12,10,"hip foot toe",3,16,0,0,0,1,0,0,0,2
"Orie Lemon","Dallas Cowboys","dal",2012,16,8,8,"hamstring",9,16,0,0,0,0,0,0,1,0
"Sean Lissemore","Dallas Cowboys","dal",2012,16,10,6,"chest ankle",4,13,0,0,1,0,0,0,0,1
"Nate Livings","Dallas Cowboys","dal",2012,16,3,0,"hand knee concussion",3,14,1,0,0,0,0,1,1,0
"Danny McCray","Dallas Cowboys","dal",2012,16,4,1,"neck  hip",1,12,1,0,0,1,0,0,0,0
"Caleb McSurdy","Dallas Cowboys","dal",2012,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1
"Brian Moorman","Dallas Cowboys","dal",2012,16,2,1,"groin",5,6,0,0,0,0,0,0,1,0
"DeMarco Murray","Dallas Cowboys","dal",2012,16,14,6,"wrist  foot",1,16,0,0,0,0,0,1,0,1
"Kevin Ogletree","Dallas Cowboys","dal",2012,16,4,1,"hamstring concussion illness",8,15,1,0,0,0,0,0,1,0
"Charlie Peprah","Dallas Cowboys","dal",2012,16,5,3,"concussion foot",11,15,1,0,0,0,0,0,0,1
"John Phillips","Dallas Cowboys","dal",2012,16,2,0,"ankle",10,11,0,0,0,0,0,0,0,1
"Jay Ratliff","Dallas Cowboys","dal",2012,16,14,10,"ankle  groin",1,16,0,0,0,0,0,0,1,1
"Tony Romo","Dallas Cowboys","dal",2012,16,1,0,"back",9,9,0,0,1,0,0,0,0,0
"Orlando Scandrick","Dallas Cowboys","dal",2012,16,5,5,"hand",12,16,0,0,0,0,0,1,0,0
"Gerald Sensabaugh","Dallas Cowboys","dal",2012,16,2,1,"calf",3,4,0,0,0,0,0,0,1,0
"Ernie Sims","Dallas Cowboys","dal",2012,16,2,0,"concussion",15,16,1,0,0,0,0,0,0,0
"Tyron Smith","Dallas Cowboys","dal",2012,16,4,1,"ankle",11,14,0,0,0,0,0,0,0,1
"Marcus Spears","Dallas Cowboys","dal",2012,16,3,1,"knee",3,5,0,0,0,0,0,0,1,0
"Anthony Spencer","Dallas Cowboys","dal",2012,16,5,2,"shoulder calf",4,13,0,1,0,0,0,0,1,0
"Phillip Tanner","Dallas Cowboys","dal",2012,16,1,0,"hand",1,1,0,0,0,0,0,1,0,0
"Lawrence Vickers","Dallas Cowboys","dal",2012,16,5,0,"illness knee",4,13,0,0,0,0,0,0,1,0
"DeMarcus Ware","Dallas Cowboys","dal",2012,16,8,0,"hamstring  illness elbow shoulder",1,16,0,1,0,0,1,0,1,0
"Kyle Wilber","Dallas Cowboys","dal",2012,16,4,2,"thumb",1,4,0,0,0,0,0,1,0,0
"Jason Witten","Dallas Cowboys","dal",2012,16,3,0,"abdomen",1,3,0,0,1,0,0,0,0,0
"Mike Adams","Denver Broncos","den",2012,16,4,0,"knee",7,16,0,0,0,0,0,0,1,0
"Robert Ayers","Denver Broncos","den",2012,16,4,1,"groin personal",10,13,0,0,0,0,0,0,1,0
"Lance Ball","Denver Broncos","den",2012,16,1,0,"ankle",6,6,0,0,0,0,0,0,0,1
"Jeremy Beal","Denver Broncos","den",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Philip Blake","Denver Broncos","den",2012,16,15,15,"thumb",2,16,0,0,0,0,0,1,0,0
"Omar Bolden","Denver Broncos","den",2012,16,1,0,"concussion",11,11,1,0,0,0,0,0,0,0
"Keith Brooking","Denver Broncos","den",2012,16,1,0,"head",6,6,1,0,0,0,0,0,0,0
"Quinton Carter","Denver Broncos","den",2012,16,14,13,"knee",3,16,0,0,0,0,0,0,1,0
"Tony Carter","Denver Broncos","den",2012,16,1,0,"illness",6,6,0,0,0,0,0,0,0,0
"Ryan Clady","Denver Broncos","den",2012,16,2,0,"hamstring shoulder",6,16,0,1,0,0,0,0,1,0
"Chris Clark","Denver Broncos","den",2012,16,1,0,"illness",12,12,0,0,0,0,0,0,0,0
"Eric Decker","Denver Broncos","den",2012,16,2,0,"thigh ankle",9,15,0,0,0,0,0,0,1,1
"Joel Dreessen","Denver Broncos","den",2012,16,1,0,"ribs",3,3,0,0,1,0,0,0,0,0
"Elvis Dumervil","Denver Broncos","den",2012,16,2,0,"shoulder",9,10,0,1,0,0,0,0,0,0
"Mario Fannin","Denver Broncos","den",2012,16,16,16,"achilles",1,16,0,0,0,0,0,0,0,1
"Orlando Franklin","Denver Broncos","den",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"D'Andre Goodwin","Denver Broncos","den",2012,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Virgil Green","Denver Broncos","den",2012,16,5,1,"served hamstring",4,13,0,0,0,0,0,0,1,0
"Tyler Grisham","Denver Broncos","den",2012,16,1,1,"knee",1,1,0,0,0,0,0,0,1,0
"Chris Gronkowski","Denver Broncos","den",2012,16,3,2,"thigh hamstring",6,16,0,0,0,0,0,0,2,0
"Chris Harris","Denver Broncos","den",2012,16,6,1,"ankle",2,7,0,0,0,0,0,0,0,1
"Ronnie Hillman","Denver Broncos","den",2012,16,1,0,"hamstring",11,11,0,0,0,0,0,0,1,0
"Trindon Holliday","Denver Broncos","den",2012,16,3,1,"knee ankle",14,16,0,0,0,0,0,0,1,1
"Jason Hunter","Denver Broncos","den",2012,16,16,16,"triceps",1,16,0,0,0,0,1,0,0,0
"Nate Irving","Denver Broncos","den",2012,16,2,1,"concussion",4,5,1,0,0,0,0,0,0,0
"Malik Jackson","Denver Broncos","den",2012,16,1,0,"finger",12,12,0,0,0,0,0,1,0,0
"Dan Koppen","Denver Broncos","den",2012,16,1,0,"knee",15,15,0,0,0,0,0,0,1,0
"Chris Kuper","Denver Broncos","den",2012,16,15,9,"forearm  ankle",1,16,1,0,0,0,1,0,0,1
"Jim Leonhard","Denver Broncos","den",2012,16,4,0,"calf ankle thigh",9,16,0,0,0,0,0,0,2,1
"Peyton Manning","Denver Broncos","den",2012,16,1,0,"thumb",8,8,0,0,0,0,0,1,0,0
"Joe Mays","Denver Broncos","den",2012,16,9,9,"ankle",8,16,0,0,0,0,0,0,0,1
"Willis McGahee","Denver Broncos","den",2012,16,8,6,"rib knee",4,16,0,0,1,0,0,0,1,0
"Von Miller","Denver Broncos","den",2012,16,2,0,"hip ankle",3,9,0,0,0,1,0,0,0,1
"Knowshon Moreno","Denver Broncos","den",2012,16,3,0,"groin ribs",11,16,0,0,1,0,0,0,1,0
"Tracy Porter","Denver Broncos","den",2012,16,11,8,"neck knee shoulder illness concussion",3,16,2,1,0,0,0,0,1,0
"Manuel Ramirez","Denver Broncos","den",2012,16,3,0,"elbow back",2,13,0,0,1,0,1,0,0,0
"Brandon Stokley","Denver Broncos","den",2012,16,4,1,"shoulder knee wrist hip quadricep",3,16,0,1,0,1,0,1,2,0
"Jacob Tamme","Denver Broncos","den",2012,16,4,0,"leg groin hip",3,8,0,0,0,1,0,0,2,0
"Demaryius Thomas","Denver Broncos","den",2012,16,8,0,"shoulder hip knee ankle",2,14,0,1,0,1,0,0,1,1
"Danny Trevathan","Denver Broncos","den",2012,16,2,0,"thumb groin",7,16,0,0,0,0,0,1,1,0
"Kevin Vickerson","Denver Broncos","den",2012,16,2,0,"thigh groin",10,15,0,0,0,0,0,0,2,0
"J.D. Walton","Denver Broncos","den",2012,16,12,12,"ankle",5,16,0,0,0,0,0,0,0,1
"Ty Warren","Denver Broncos","den",2012,16,16,15,"elbow triceps",1,16,0,0,0,0,2,0,0,0
"D.J. Williams","Denver Broncos","den",2012,16,1,0,"served",10,10,0,0,0,0,0,0,0,0
"Matt Willis","Denver Broncos","den",2012,16,7,1,"hamstring knee",4,16,0,0,0,0,0,0,2,0
"Derek Wolfe","Denver Broncos","den",2012,16,1,0,"quadricep",11,11,0,0,0,0,0,0,1,0
"Wesley Woodyard","Denver Broncos","den",2012,16,4,1,"ankle",12,15,0,0,0,0,0,0,0,1
"Cliff Avril","Detroit Lions","det",2012,16,8,0,"knee back back concussion",5,12,1,0,2,0,0,0,1,0
"Jeff Backus","Detroit Lions","det",2012,16,5,1,"finger hamstring",9,13,0,0,0,0,0,1,1,0
"Bill Bentley","Detroit Lions","det",2012,16,13,12,"concussion shoulder",2,16,1,1,0,0,0,0,0,0
"Jahvid Best","Detroit Lions","det",2012,16,16,16,"concussion",1,16,1,0,0,0,0,0,0,0
"Ryan Broyles","Detroit Lions","det",2012,16,5,4,"knee",12,16,0,0,0,0,0,0,1,0
"Nate Burleson","Detroit Lions","det",2012,16,10,10,"leg",7,16,0,0,0,0,0,0,1,0
"Don Carey","Detroit Lions","det",2012,16,3,0,"knee",14,16,0,0,0,0,0,0,1,0
"Shaun Chapas","Detroit Lions","det",2012,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0
"Gosder Cherilus","Detroit Lions","det",2012,16,1,0,"knee",13,13,0,0,0,0,0,0,1,0
"Erik Coleman","Detroit Lions","det",2012,16,3,0,"toe eye",9,11,1,0,0,0,0,0,0,1
"Louis Delmas","Detroit Lions","det",2012,16,16,8,"knee",1,16,0,0,0,0,0,0,1,0
"Justin Durant","Detroit Lions","det",2012,16,2,0,"back concussion",4,8,1,0,1,0,0,0,0,0
"Nick Fairley","Detroit Lions","det",2012,16,5,3,"illness quad shoulder",11,16,0,1,0,0,0,0,1,0
"Drayton Florence","Detroit Lions","det",2012,16,9,7,"forearm concussion",3,11,2,0,0,0,1,0,0,0
"Ben Graham","Detroit Lions","det",2012,16,2,1,"calf",3,4,0,0,0,0,0,0,1,0
"Jonte Green","Detroit Lions","det",2012,16,1,1,"illness",12,12,0,0,0,0,0,0,0,0
"Chris Greenwood","Detroit Lions","det",2012,16,16,16,"abdomen",1,16,0,0,1,0,0,0,0,0
"Jason Hanson","Detroit Lions","det",2012,16,2,0,"foot",10,11,0,0,0,0,0,0,0,1
"Jerome Harrison","Detroit Lions","det",2012,16,16,16,"illness",1,16,0,0,0,0,0,0,0,0
"Sammie Lee Hill","Detroit Lions","det",2012,16,3,1,"toe knee",5,16,0,0,0,0,0,0,1,1
"Corey Hilliard","Detroit Lions","det",2012,16,5,5,"elbow knee",4,15,0,0,0,0,1,0,1,0
"Chris Houston","Detroit Lions","det",2012,16,11,2,"ankle  hamstring",1,16,0,0,0,0,0,0,1,1
"Lawrence Jackson","Detroit Lions","det",2012,16,3,0,"calf concussion",2,13,1,0,0,0,0,0,1,0
"Calvin Johnson","Detroit Lions","det",2012,16,12,0,"foot ankle knee knee thumb thumb knee ankle",2,16,0,0,0,0,0,2,3,3
"Jacob Lacey","Detroit Lions","det",2012,16,10,5,"toe concussion foot foot achilles knee",3,16,1,0,0,0,0,0,1,4
"Mikel Leshoure","Detroit Lions","det",2012,16,4,0,"groin toe ankle calf",4,15,0,0,0,0,0,0,2,2
"DeAndre Levy","Detroit Lions","det",2012,16,4,2,"hamstring ankle",7,15,0,0,0,0,0,0,1,1
"Ronnell Lewis","Detroit Lions","det",2012,16,2,2,"eye illness",6,14,1,0,0,0,0,0,0,0
"Travis Lewis","Detroit Lions","det",2012,16,4,3,"quadricep",2,5,0,0,0,0,0,0,1,0
"Bill Nagy","Detroit Lions","det",2012,16,16,16,"ankle",1,16,0,0,0,0,0,0,0,1
"Kassim Osgood","Detroit Lions","det",2012,16,1,0,"finger",13,13,0,0,0,0,0,1,0,0
"Ashlee Palmer","Detroit Lions","det",2012,16,4,0,"chest thumb",10,13,0,0,1,0,0,1,0,0
"Brandon Pettigrew","Detroit Lions","det",2012,16,7,2,"undisclosed knee ankle",5,16,0,0,0,0,0,0,1,1
"Tony Scheffler","Detroit Lions","det",2012,16,2,1,"calf",3,4,0,0,0,0,0,0,1,0
"Jonathan Scott","Detroit Lions","det",2012,16,6,5,"undisclosed",1,6,0,0,0,0,0,0,0,0
"Rob Sims","Detroit Lions","det",2012,16,3,0,"knee hamstring",4,12,0,0,0,0,0,0,2,0
"Kevin Smith","Detroit Lions","det",2012,16,2,1,"ankle  thumb",1,16,0,0,0,0,0,1,0,1
"Amari Spievey","Detroit Lions","det",2012,16,12,11,"groin head concussion",4,16,2,0,0,0,0,0,1,0
"Matthew Stafford","Detroit Lions","det",2012,16,1,0,"hip",4,4,0,0,0,1,0,0,0,0
"Ndamukong Suh","Detroit Lions","det",2012,16,1,0,"knee",11,11,0,0,0,0,0,0,1,0
"Stephen Tulloch","Detroit Lions","det",2012,16,4,0,"knee",6,9,0,0,0,0,0,0,1,0
"Kyle Vanden Bosch","Detroit Lions","det",2012,16,1,0,"back",12,12,0,0,1,0,0,0,0,0
"Corey Williams","Detroit Lions","det",2012,16,15,9,"knee",2,16,0,0,0,0,0,0,1,0
"Titus Young","Detroit Lions","det",2012,16,12,5,"knee served",4,16,0,0,0,0,0,0,1,0
"Don Barclay","Green Bay Packers","gnb",2012,16,1,0,"illness",15,15,0,0,0,0,0,0,0,0
"Cedric Benson","Green Bay Packers","gnb",2012,16,11,11,"foot",6,16,0,0,0,0,0,0,0,1
"Desmond Bishop","Green Bay Packers","gnb",2012,16,16,16,"knee",1,16,0,0,0,0,0,0,1,0
"Jarrett Boykin","Green Bay Packers","gnb",2012,16,0,0,"",NA,NA,0,0,0,0,0,0,0,0
"Jaymes Brooks","Green Bay Packers","gnb",2012,16,9,9,"hamstring",1,9,0,0,0,0,0,0,1,0
"Bryan Bulaga","Green Bay Packers","gnb",2012,16,9,7,"knee hip",4,16,0,0,0,1,0,0,1,0
"Randall Cobb","Green Bay Packers","gnb",2012,16,2,1,"hamstring ankle",3,16,0,0,0,0,0,0,1,1
"DeMarco Cosby","Green Bay Packers","gnb",2012,16,16,16,"hamstring",1,16,0,0,0,0,0,0,1,0
"Tom Crabtree","Green Bay Packers","gnb",2012,16,5,2,"shoulder  hamstring",1,16,0,1,0,0,0,0,1,0
"Mason Crosby","Green Bay Packers","gnb",2012,16,1,0,"illness",16,16,0,0,0,0,0,0,0,0
"Evan Dietrich-Smith","Green Bay Packers","gnb",2012,16,1,0,"knee",16,16,0,0,0,0,0,0,1,0
